Review,date,Location,CompoundScore,Sentiment
ottimo hotel ad un passo dalla penn station e al madison minuti piedi da timesquar ed empir la hall è stupenda ce un dinner aperto h proprio sotto lhotel dove si mangia davvero bene ce anch una trattoria che è ottima personal gentil e molto educato io ho soggiornato per giorni e mi sono trovato davvero bene avevo una stanza al º piano con vista sulla città piccola curiosità al º piano cè la stanza dove soggiornó nikola tesla le stanz sono un po piccolin tutto sommato confortevoli quando tornerò newyork sicurament alloggerò ancora qua,2018-08-24,vittorio veneto,-0.5574,0
staff help friendli staff person came across check concierg guest servic clean staff nice,2018-08-24,"New York, NY",0.802,1
dirti smell smoke custom serviceexpens,2018-08-24,CA,0.0,0
great answer call fiancé got hotel strand nashvill heard great thing help unabl make recept thank help,2018-08-24,"New York, NY",0.9442,1
air condition loud run bathroom date room sight mildew odor,2018-08-24,"Detroit, MI",0.0,0
beauti properti great time clean comfort room,2018-08-23,Waterford Michigan,0.8519,1
locat quiet hotel need facelift bathroom old dingi old peel wallpap dirti floorboard,2018-08-23,Palm Springs,0.0,0
clean hotel dollar night crazi motel recommend,2018-08-23,Tampa FL,0.6369,1
great hotel great locat clean safe effici love secur guard elev madison squar right across street,2018-08-23,Ticonderoga ny,0.9584,1
hotel centro comodo per tutti gli spostamenti senza esser mezzo al cao di new york hotel nello standard dell grandi caten american enorm hall con molto personal di servizio e controlli di sicurezza sempr attivi ristoranti collegati hotel palestra standard camer piccol nello standard di new york di progettazion non recent buon cosi come il bagno comodo se si è gruppi vista la presenza di ampi spazi dove trovarsi ed attender,2018-08-23,Biella IT,0.0,0
prepaid orbuck book orbitz check front desk ask credit card thought deposit sinc didnt specifi saw amount credit card ask front desk told book prepaid minut show reserv final found reserv told issu refund refund within busi day howev day past amount still pend statu credit card,2018-08-23,Los Angeles,0.7783,1
こじんまりとした居心地のよいホテル いろいろなところからのアクセスも良くまた泊まりたいと思いました,2018-08-23,"Shizuoka, Japan",0.0,0
resort broken part wyndham grand hotel resort timeshar part full suit access full resort howev come room charg room charg hotel side made mistak one day stay went one pool bar side resort timeshar side tri charg drink room could find room number go back later bring payment later day staff goe way kind help gave upgrad charg sinc birthday also late checkout day check well enjoy stay whole would recommend anyon famili coupl want romant weekend away love hotel,2018-08-22,Orando FL,0.9559,1
close msg comfort clean great staff,2018-08-22,"New York, NY",0.8519,1
wonder experi new yorker wife spent week visit ny great view citi includ empir state build clean room comfort bed great staff way conveni everyth within walk distanc across street penn station would highli recommend hotel,2018-08-22,"Terral, OK",0.9423,1
mani thing didnt work phone one remot shower flood took disturb sign away left room noon get housekeep servic,2018-08-22,"Rohnert Park, CA",-0.4019,0
air condit sound insid room high even one next room,2018-08-22,Tampa,0.0,0
didnt realiz room book would face park lot much better locat properti problem door hing break cabinet though report happen mainten person ever repair stay room refriger problem froze anyth put yogurt orarng juic etc staff pleasant enough nice pool area,2018-08-21,San Jose,0.5574,1
clean room quit room close freeway nice pool lobbi nice relax,2018-08-21,Calif,0.886,1
room wasnt readi time suit air ondition didnt work bedroom,2018-08-21,"wyndham garden silicon valley ,san jose ca.",0.0,0
thought hotel bit date stay one night okay,2018-08-20,"San Francisco, CA",0.2263,1
clean comfort friendli staff made travel stop perfect wonder stop thank,2018-08-20,"Los Angeles, CA",0.7906,1
noth uniqu busi disappoint condit hotel,2018-08-20,NYC NY,-0.4019,0
build old hasnt updat properti help know advanc understand lack updat amment suffici outlet restaur food accept concierg desk help shuttl servic requir advanc notic cost lyft option use attract ticket offer bu tour extrem pricedw walk coupl block th street got bu tour third price,2018-08-20,"Atlanta, GA",-0.5597,0
nan,2018-08-20,atlantic city,0.0,0
rude staff member ask room lower floor gave us room liter next board room hall wall light fixtur buzz loud inform repli ill engin take never told satellit cabl room wasnt work said would fix never ask mainten clean room said order place never got done simpli nightmar liter two big thumb fals promis never fall,2018-08-20,San Diego,-0.8503,0
hair bath tub bed front desk want hear,2018-08-20,Ny,0.0772,0
no agradó la estadía en el hotel aunqu lo conocimo ya q sólo llegamo dormir,2018-08-20,Venezuela,-0.296,0
love wyndham new yorker stay whenev citi safe environ easi access part new york room clean quiet bed comfort busi center fit center extrem accommod easi walk food venu time squar cab attain doorman assist even though one oldest hotel town great place stay nostalg ambianc add experi,2018-08-19,"Conway, SC",0.9578,1
realli big room beauti nice locat near disneyland,2018-08-19,oregon,0.4215,1
decent place money need cosmet improv clean room great locat hotel staff friendli thing issu air condit didnt seem cool overal would recommend pet friendli well,2018-08-19,Atlanta,0.8569,1
peopl nice room clean outsid room servic plate lay around got still left,2018-08-18,Iowa,0.6705,1
conveni locat right freeway easi find plenti park staff friendli profession layout bathroomsink interest overal great experi,2018-08-18,"Los Angeles, Ca",0.8074,1
hotelroom comfort locat hotel perfect nearbi pennstat broadway around corner impir statebuild walk distanc,2018-08-18,Haarlem,0.7351,1
stay night staff excel went extra mile definit stay staci help friendli,2018-08-18,Keizer Oregon,0.6908,1
voor on de perfect uitvalsbasi om nyc te verkennen vlak bij madison squar garden en toch een rustig straat gelegen,2018-08-17,Gent,0.5719,1
nan,2018-08-17,N.Y.,0.0,0
would love stay nice everyth,2018-08-17,"San Juan, PR",0.7906,1
nice room bathroom appear older quiet pool,2018-08-17,Orlando Fl,0.4215,1
albergo molto grand vicinissimo alla metro e al madison squar garden e un min piedi dal empir camera pulita silenziosa eravamo al esimo piano ci siamo trovati benissimo,2018-08-16,Udine,0.4588,1
place everyth thought would simpli awesom,2018-08-15,Philadelphia,0.0,0
comfort room properti locat conveni public transport great shuttl servic airport,2018-08-15,"Washington, DC",0.765,1
delux king room look fairli small advertis expedia websit spoke front desk inform inde king room bed look like queen room well kept clean vend machin broken water avail time isnt much park around area choos valet addit,2018-08-15,"Jamaica Estates, NY",0.4939,1
good professionalcourt help staff clean room good breakfast bad small room park,2018-08-15,"Fresh Meadows, NY",0.7717,1
great locat close airport shop movi theaterveri quiet decent restaur,2018-08-15,"OC, CA",0.6249,1
hotel great locat pretti comfi bed well,2018-08-15,"Mesa, AZ",0.7351,1
avoid cost place disgust room smell bathroom nightmar sheet stain paint chip came clean room left towel tri call front desk phone wasnt work place stay famili save lot troubl stay,2018-08-15,New York,-0.0516,0
overal good stay though place come year need refurbish pool area realli nice,2018-08-14,Germany,0.6908,1
stay new yorker lot alway seem like ac turn night slept fan stay,2018-08-14,NY NY,0.5859,1
met woman check wyndham new yorker first time assur check experi would great hear last hour check experi anoth hotel inth vicin check long day walk receptionist counter peopl line anoth staff member took anoth desk check within minut amaz grate profession said alway book new yorker also said believ put poor servic year hotel thank wyndham new yorker,2018-08-14,Albany NY,0.5423,1
hotel well kept staff courteou profession locat great shop area movi right behind walk distanc also nice area feel safe queen wish park amen hotel park difficult use park day feel expens alreadi pay stay,2018-08-14,Maryland,0.8934,1
front desk help check door sheet bed wait room servic fix problem,2018-08-14,Fresh Meadows,0.0,0
ac lobbi restaur sweat brain breakfast employe look exhaust sweati dont blame attitud work heat day park street easi find one surround apart build,2018-08-14,"Fresh Meadows, NY",-0.0423,0
everyth walk distanc quick ride,2018-08-14,Nj,0.0,0
room extrem hot even drop temperatur lowest possibl also horribl sewer smell outsid room tub also gross,2018-08-13,Sacramento ca,-0.7783,0
nett hotel etwa kilomet vom flughafen entfernt verfügen über einen shuttlebu den man anfordern kann taxi kosten vom flughafen etwa lage ist eigentlich recht ruhig lediglich die klimaanlag im zimmer ist etwa laut sonst sind die zimmer sauber,2018-08-13,"Amber, Bayern",-0.8316,0
room look spaciou pictur time book room way smaller look park hotel wait valet park drop off pick up,2018-08-13,NY,-0.2732,0
went citi concert hotel step away msg conveni check super fast even upgrad room gave us late check definit stay,2018-08-13,New Jersey,0.5994,1
upgrad king suit patio gorgeou view citi bed comfort staff wonder,2018-08-13,Nyc,0.3612,1
like room good condiit lo pretti,2018-08-13,Puerto Eixo,0.6597,1
conveni locat self park conveni clean room,2018-08-13,"Oakland,CA",0.4019,1
tri earli check didnt get ckey card didnt work drive front desk clean peopl day didnt resuppli shampoo condition coffe cup hand towel bag ice bucket room musti smell,2018-08-13,West Palm Beach,0.7096,1
pro friendli help checkin great resort layout lot walk area parklik set bed comfi ton restaur store walk distanc pool nice con servic gatorvil mediocr best pool bar enclos defeat purpos pool bar pool pretti dirti never saw anyon tend go search pool towel day bathroom premium room tini kid playground close repair year overal littl disappoint stay mani time lot littl thing slip crack garbag can full towel didnt see worker walk ground clean whole time stay locat,2018-08-13,Orlando,0.8957,1
balconi nice bed comfort food good room clean appear cheapli remodl park lot full night,2018-08-13,Orlando,0.872,1
locat great hotel old dingi need updat clean better,2018-08-12,New York,0.8658,1
check told couldnt hour earli anoth coupl came check saw anoth agent desk check us gave us room key room averag need repair,2018-08-12,"Lake arrowhead, ca",0.0,0
